Date,Open,High,Low,Close,Volume
2/10/2015,467.35,470.2,450.35,459.7,4668
5/10/2015,474.35,484.5,472.15,483.35,1932
7/10/2015,480,482.9,472.2,473.55,1276
8/10/2015,479,480.55,468.3,470,2478
9/10/2015,472.25,476.25,467.15,474.6,1607
12/10/2015,476.25,482.35,473.5,482.35,1001
13/10/2015,484.15,486.05,478,482.65,1284
14/10/2015,480.7,482.55,474.8,477.7,1009
15/10/2015,478.5,487.45,476.8,483.25,1672
16/10/2015,493,499,492.75,498.8,3397
19/10/2015,502,509.95,501,509.95,3077
20/10/2015,506.8,507.7,493.35,494.45,2345
21/10/2015,495,497.75,489.45,493.2,1679
22/10/2015,492.1,508.45,492.1,508.45,2619
23/10/2015,555,562,541.95,548.7,11096
26/10/2015,540.7,546.8,537.25,546,3748
27/10/2015,550.5,555.85,548.5,554.45,3269
28/10/2015,556,556.6,552.3,555.15,2149
29/10/2015,564.75,572.8,560,570.3,2314
30/10/2015,574,576.15,564.45,569.9,3825
2/11/2015,565.5,570.85,562.05,565.1,2387
3/11/2015,570,575.25,569.1,569.7,3195
4/11/2015,572.9,586.85,572.9,585.75,3143
5/11/2015,593.35,602.95,588.2,600.3,3359
6/11/2015,604.75,616.15,603,612.2,5143
9/11/2015,614.8,616.6,602.35,603.25,6050
10/11/2015,609.9,615.85,606.35,613.05,2941
11/11/2015,614.45,627.55,614.45,625.55,5095
12/11/2015,630,635.5,618.3,622.65,6170
13/11/2015,616.8,619.95,603.95,607.7,3710
16/11/2015,594.5,602.6,582.65,584.3,6882
17/11/2015,608,611.85,603.05,604,5464
18/11/2015,605,618.1,599.5,617.25,2744
19/11/2015,624,626.55,616.5,619.1,3773
20/11/2015,621.9,625,616.6,624.25,2398
23/11/2015,631.65,640.9,628.1,640.65,5530
24/11/2015,639,639.9,621.9,629.8,4941
25/11/2015,629.9,643.1,629.7,635.15,4600
27/11/2015,639.5,644.1,635.15,639.15,3582
30/11/2015,636.15,644.15,631.9,631.9,6654
1/12/2015,633.7,635.05,628.9,635,5063
2/12/2015,641,648.5,639.1,643,7343
3/12/2015,641.9,647,621.65,622.8,9602
4/12/2015,617,618.05,606.4,617.05,9644
7/12/2015,620.35,626.8,609.1,609.1,4689
8/12/2015,616,620.2,607.65,616.95,2336
9/12/2015,622.85,623,608.05,611.75,2972
10/12/2015,606.95,610.9,601.25,606.15,2212
11/12/2015,606.3,606.3,590.5,590.5,3450
14/12/2015,586.5,590.95,578.15,580.75,4228
15/12/2015,596.35,613.55,593.55,612.2,2845
16/12/2015,607,610.4,603.8,606.35,1567
17/12/2015,622.8,629.25,613.6,625.75,3239
18/12/2015,614.05,624.4,612.9,618.05,2128
21/12/2015,614,619,606.55,606.55,1682
22/12/2015,610,611.4,604.1,605.65,1485
23/12/2015,609.2,613.5,603.6,604.75,1509
24/12/2015,604.75,604.75,604.75,604.75,0
28/12/2015,604.75,611.15,599.25,606.75,1920
29/12/2015,617.9,634.55,615.35,634,3644
30/12/2015,636.1,639.5,628.6,629.15,1769
31/12/2015,629.15,629.15,629.15,629.15,0
4/1/2016,612,612,583.8,592.9,4874
5/1/2016,593.95,599.6,585.6,590.4,4402
6/1/2016,589.75,594.7,571.45,591.6,3370
7/1/2016,575.3,580.65,562.65,576,7750
8/1/2016,567.65,575.9,561.5,561.5,3837
11/1/2016,558.7,570.05,554.7,558.3,1954
12/1/2016,564.5,578.2,562.1,573.1,3424
13/1/2016,575.55,579,551.75,557.1,4027
14/1/2016,540.8,551.2,519.05,545.1,7208
15/1/2016,545,545,515.1,522.25,3502
19/1/2016,533,538.9,529.1,529.1,5241
20/1/2016,516,518.2,502,505.45,4128
21/1/2016,521,541.9,517.75,537.35,2749
22/1/2016,540,553.04,539.5,553.04,27
25/1/2016,554,561.75,550,555,4050
26/1/2016,546.5,558,541.55,545.55,2628
27/1/2016,551.45,552.05,540.3,546.3,1703
28/1/2016,551,562.8,542.1,558.9,8352
29/1/2016,516,547.2,510.35,537.7,25274
1/2/2016,540.8,540.8,522.35,530.85,4590
2/2/2016,526,526.55,511.65,514,3200
3/2/2016,506.4,509.5,473.9,481.6,5589
4/2/2016,481.5,482.25,461.25,474.4,5059
5/2/2016,475.5,479.95,450.7,455.05,3063
8/2/2016,452.4,452.4,425,430.65,9748
9/2/2016,432.2,442,421.2,431.9,4607
10/2/2016,429,451.65,427.5,444.3,5705
11/2/2016,439.5,441.7,423.25,435.2,4242
12/2/2016,448.5,459.2,448.35,459.2,5069
16/2/2016,468.55,469.8,456.7,461.45,2488
17/2/2016,465.25,477.9,463.25,477.9,3424
18/2/2016,485,489.25,474.6,481.5,4484
19/2/2016,475,478.65,464.5,476.2,1664
22/2/2016,487.23,509.13,487.23,509.13,42
23/2/2016,505.75,508.4,495.1,497.15,3491
24/2/2016,504.4,504.4,482,485.25,2865
25/2/2016,502,508,496.4,498.05,2026
26/2/2016,504.9,512.25,503.9,510.3,1799
29/2/2016,503.25,515.4,502.05,514.6,1312
1/3/2016,510.09,527.01,510.09,527.01,5
2/3/2016,538.7,539.8,534,534.5,3339
3/3/2016,535.4,535.9,524.85,525.35,2054
4/3/2016,529.7,529.7,518.67,524.52,71
7/3/2016,524.3,527.9,508.5,512.85,2469
8/3/2016,507.85,513.95,503.05,510.85,1530
9/3/2016,512.95,517.9,500.5,502.1,1662
11/3/2016,507.5,511.2,504.55,507.85,2298
14/3/2016,511.65,517.2,506.05,517.2,1992
15/3/2016,514.8,518.45,512.2,516.85,1582
16/3/2016,522,522.8,518.45,518.95,573
17/3/2016,513,513,490.55,493.1,2776
22/3/2016,491.54,501.03,486.77,500.15,23
24/3/2016,511,519.55,505.45,517.65,2154
29/3/2016,520,526.2,514.85,526,1515
31/3/2016,528,528.9,522.6,523.55,2338
13/4/2016,532.5,546.55,529.2,544.3,3628
14/4/2016,545,553.5,543.25,550.6,1657
15/4/2016,553.55,553.55,548.7,552.2,1851
18/4/2016,550.3,563,548,556.3,2363
19/4/2016,562.15,565.65,552.25,553.8,3124
20/4/2016,550.35,560.3,549,560.3,1856
21/4/2016,563,565,555.05,562.55,1352
22/4/2016,553.5,558.6,543.65,545.7,1600
25/4/2016,551.6,552.15,547.6,550,1099
27/4/2016,543.35,543.5,531.4,535,1732
28/4/2016,538,552.7,538,548.9,2410
29/4/2016,590,595.95,574.25,575.7,12959
9/5/2016,590.15,596.65,588.35,594.2,2481
11/5/2016,619.2,623.45,615,622.65,4559
16/5/2016,630,630,630,630,0
18/5/2016,616,620,613.5,618.75,1744
26/5/2016,634,639,631.35,639,1080
27/5/2016,640,642.8,639.25,642,1366
31/5/2016,644.75,649.8,639.4,649.45,2593
1/6/2016,649.8,650.55,643,646.55,3902
2/6/2016,644.45,645.6,638.4,645.2,1213
3/6/2016,652,656,633.4,636,4690
6/6/2016,639.5,643.8,638,641.4,1247
7/6/2016,642.25,644.75,636,639,2185
8/6/2016,636,639.5,633.3,637.35,1607
9/6/2016,637.7,643.65,634.95,641,620
10/6/2016,648,648,635,636.5,2446
13/6/2016,632,639.05,627.55,636.95,3265
14/6/2016,633,642.1,627.95,637.75,4183
15/6/2016,642,644,636.15,637.15,2142
16/6/2016,629,640.65,621.05,634.5,2269
17/6/2016,637.75,642,623.6,627.2,1685
20/6/2016,631,637.05,627.95,637.05,4123
21/6/2016,631.4,638.95,630.05,633.3,966
22/6/2016,636.5,636.9,624.55,630.85,1718
23/6/2016,628.25,634.65,624.9,632.6,2184
