Date,Close,Open,High,Low,Volume,Change,Adj Close
18/07/2024,63190.8,63286.6,63286.6,62807.2,2280000,0.3,63187.997
17/07/2024,62999,63478.4,63766.1,62903.1,3460000,-0.61,62995.86675
16/07/2024,63382.5,63670.2,63957.9,63382.5,2240000,-0.15,63383.1824
15/07/2024,63478.4,63574.3,64149.6,63478.4,2160000,-0.15,63478.93855
12/07/2024,63574.3,63670.2,63862,63382.5,2080000,0,63574.3
11/07/2024,63574.3,64149.6,64245.5,63574.3,3790000,-0.75,63573.3965
10/07/2024,64053.8,64725,65012.6,64053.8,3880000,-1.04,64051.86
09/07/2024,64725,64820.9,65012.6,64437.3,5050000,-0.15,64723.66865
08/07/2024,64820.9,64533.2,64916.8,64245.5,4940000,0.6,64823.9238
05/07/2024,64437.3,63670.2,64725,63670.2,4180000,1.2,64434.2424
04/07/2024,63670.2,63574.3,64149.6,63574.3,2690000,0.3,63668.8352
03/07/2024,63478.4,63478.4,63574.3,63286.6,1330000,0,63478.4
02/07/2024,63478.4,63286.6,63574.3,63094.9,2040000,0.3,63476.4598
01/07/2024,63286.6,63094.9,63286.6,62615.4,1910000,0.76,63284.53472
28/06/2024,62807.2,62807.2,63286.6,62615.4,2730000,0.31,62809.50774
27/06/2024,62615.4,62519.5,62903.1,62423.6,2710000,0.15,62613.27925
26/06/2024,62519.5,63094.9,63094.9,62423.6,2490000,-0.46,62518.28688
25/06/2024,62807.2,63094.9,63478.4,62807.2,2430000,0,62807.2
24/06/2024,62807.2,63382.5,63862,62615.4,3850000,-0.76,62805.62184
21/06/2024,63286.6,63766.1,64341.4,63286.6,3970000,0,63286.6
20/06/2024,63286.6,62711.3,64053.8,62519.5,4400000,1.07,63285.38478
19/06/2024,62615.4,63286.6,63286.6,62423.6,6160000,-0.91,62615.76372
18/06/2024,63190.8,63766.1,63766.1,63190.8,2750000,-0.15,63191.6701
17/06/2024,63286.6,63574.3,63862,63286.6,3620000,-0.3,63287.9648
14/06/2024,63478.4,64245.5,64533.2,63478.4,4120000,-1.05,63476.0292
13/06/2024,64149.6,64245.5,64629.1,64053.8,2800000,-0.15,64149.13175
12/06/2024,64245.5,63766.1,64533.2,63574.3,3430000,0.75,64244.34575
11/06/2024,63766.1,64629.1,64725,63670.2,6180000,-1.04,63767.15208
10/06/2024,64437.3,65588,65683.9,64437.3,4560000,-0.88,64440.48912
07/06/2024,65012.6,64820.9,65779.8,64725,4130000,0.89,65010.79197
06/06/2024,64437.3,66163.3,66163.3,64437.3,4890000,-1.9,64435.9059
05/06/2024,65683.9,63478.4,66355.1,63478.4,11870000,3.79,65685.16214
04/06/2024,63286.6,63382.5,63862,63286.6,2450000,-0.15,63287.42625
03/06/2024,63382.5,63094.9,63862,62999,3190000,1.07,63382.31091
31/05/2024,62711.3,63190.8,63190.8,62615.4,4140000,-0.46,62709.2046
30/05/2024,62999,63382.5,63478.4,62807.2,4410000,-0.9,63002.1313
29/05/2024,63574.3,64245.5,64533.2,63286.6,3360000,-0.75,63573.3965
28/05/2024,64053.8,63574.3,64533.2,63382.5,5350000,1.06,64054.3545
27/05/2024,63382.5,63382.5,63862,63094.9,2340000,0.15,63381.5299
24/05/2024,63286.6,63957.9,64149.6,62999,4100000,-1.49,63288.24205
23/05/2024,64245.5,63286.6,64245.5,63094.9,2990000,1.82,64243.22718
22/05/2024,63094.9,63670.2,63957.9,63094.9,3620000,-0.6,63097.5296
21/05/2024,63478.4,63670.2,63862,63094.9,3800000,-0.3,63479.1894
20/05/2024,63670.2,64341.4,64820.9,63670.2,4920000,-0.9,63667.2905
17/05/2024,64245.5,64533.2,65012.6,64053.8,4170000,-0.3,64243.9881
16/05/2024,64437.3,64341.4,64916.8,64245.5,2910000,0.3,64438.2365
15/05/2024,64245.5,64149.6,64533.2,63957.9,3230000,0.75,64244.34575
14/05/2024,63766.1,63190.8,64245.5,63190.8,2430000,1.06,63763.70594
13/05/2024,63094.9,63862,64053.8,62711.3,2730000,-1.05,63096.55595
10/05/2024,63766.1,63957.9,64725,63382.5,2420000,-0.15,63766.207
09/05/2024,63862,65108.5,65108.5,63862,3000000,-1.91,63864.92765
08/05/2024,65108.5,65204.4,65204.4,64341.4,2960000,-0.15,65106.5934
07/05/2024,65204.4,63286.6,65683.9,63190.8,8490000,3.34,65202.26966
06/05/2024,63094.9,63094.9,63670.2,62807.2,2260000,0.3,63091.8093
03/05/2024,62903.1,62903.1,63286.6,62807.2,1970000,0.31,62905.70503
02/05/2024,62711.3,62711.3,62807.2,62231.9,2560000,0.62,62714.23236
26/04/2024,62327.8,62040.1,63094.9,61848.3,2940000,0.46,62325.48446
25/04/2024,62040.1,61368.9,62136,61273,1920000,1.09,62037.82101
24/04/2024,61368.9,61368.9,61656.5,60889.4,2400000,0.79,61370.42626
23/04/2024,60889.4,61560.6,61656.5,60601.8,2010000,-0.78,60890.22258
22/04/2024,61368.9,62040.1,62615.4,61368.9,2040000,-0.31,61369.76214
19/04/2024,61560.6,61560.6,61752.4,60697.7,4520000,0,61560.6
17/04/2024,61560.6,61752.4,62231.9,61560.6,4590000,0.31,61559.14359
16/04/2024,61368.9,62231.9,62327.8,60410,7130000,-1.39,61366.87659
15/04/2024,62231.9,63957.9,63957.9,62231.9,5760000,-2.7,62231.0367
12/04/2024,63957.9,64053.8,64341.4,63862,2510000,0.15,63957.793
11/04/2024,63862,63957.9,64149.6,63766.1,2950000,-0.3,63861.6386
10/04/2024,64053.8,64341.4,64533.2,64053.8,2770000,-0.3,64052.7635
09/04/2024,64245.5,64341.4,64533.2,64053.8,2520000,0,64245.5
08/04/2024,64245.5,65204.4,65204.4,64149.6,3670000,-1.33,64242.55695
05/04/2024,65108.5,65396.2,65396.2,64916.8,4230000,-0.44,65108.45672
04/04/2024,65396.2,63957.9,65588,63957.9,7470000,2.25,65396.95275
03/04/2024,63957.9,64533.2,64533.2,63957.9,5050000,-0.89,63958.85452
02/04/2024,64533.2,64245.5,64629.1,63957.9,4320000,0.45,64534.60475
01/04/2024,64245.5,64820.9,64916.8,64245.5,4990000,-0.89,64243.99399
29/03/2024,64820.9,65588,65588,64725,3480000,-0.15,64819.4248
28/03/2024,64916.8,64916.8,65588,64820.9,4470000,0,64916.8
27/03/2024,64916.8,65204.4,65204.4,64725,2640000,0,64916.8
26/03/2024,64916.8,64629.1,65108.5,64533.2,2500000,0.59,64913.94588
25/03/2024,64533.2,65108.5,65396.2,64341.4,5450000,-0.74,64531.50676
22/03/2024,65012.6,65779.8,65875.6,65012.6,6070000,-0.88,65010.8256
21/03/2024,65588,65396.2,65683.9,65108.5,4910000,0.59,65589.10596
20/03/2024,65204.4,65012.6,65779.8,64725,3550000,0.3,65207.6378
19/03/2024,65012.6,65683.9,65683.9,65012.6,3160000,-0.15,65010.83725
18/03/2024,65108.5,65971.5,66259.2,64820.9,6800000,-1.31,65107.27335
15/03/2024,65971.5,67218.1,67218.1,65875.6,4850000,-1.15,65971.1061
14/03/2024,66738.6,67212,67496,66549.3,5450000,-0.42,66741.10508
13/03/2024,67022.6,66360,67117.3,66265.3,5650000,1.14,67020.72442
12/03/2024,66265.3,66644,66833.3,66265.3,3840000,-0.43,66263.13801
11/03/2024,66549.3,66738.6,67496,66265.3,4210000,0.43,66550.24079
08/03/2024,66265.3,68253.3,69010.6,66265.3,7360000,-2.78,66263.79092
07/03/2024,68158.6,67874.6,68253.3,67496,5070000,0.28,68159.61404
06/03/2024,67969.3,69389.3,69578.6,67969.3,4830000,-1.64,67971.97308
05/03/2024,69105.3,68158.6,69105.3,67874.6,5440000,1.39,69106.00454
04/03/2024,68158.6,67969.3,68821.3,67780,5010000,0.7,68159.0971
01/03/2024,67685.3,68253.3,68253.3,67401.3,4400000,-0.69,67688.30566
29/02/2024,68158.6,68726.6,69389.3,67780,6540000,-0.28,68156.52588
28/02/2024,68347.9,68537.3,68726.6,67685.3,3420000,0.28,68349.44408
27/02/2024,68158.6,67401.3,68537.3,67306.6,5280000,1.41,68159.6892
26/02/2024,67212,67212,67874.6,66928,3050000,0,67212
23/02/2024,67212,67969.3,68821.3,67212,6140000,-0.84,67210.648
22/02/2024,67780,67496,68821.3,67306.6,4650000,0.42,67779.4832
21/02/2024,67496,67685.3,68064,67212,3590000,-0.28,67495.78116
20/02/2024,67685.3,67874.6,68537.3,67496,4390000,-0.56,67682.8416
19/02/2024,68064,67117.3,68726.6,66928,6650000,2.71,68061.08963
16/02/2024,66265.3,64182.7,66549.3,63898.7,11110000,3.55,66265.1657
15/02/2024,63993.4,63993.4,64372,63614.7,3880000,0,63993.4
07/02/2024,63993.4,63993.4,64277.4,63614.7,2740000,0,63993.4
06/02/2024,63993.4,64466.7,64561.4,63993.4,2390000,-0.59,63992.2052
05/02/2024,64372,63804,64561.4,63614.7,3570000,0.89,64371.8556
02/02/2024,63804,63898.7,64088,63425.4,2610000,-0.15,63802.85195
01/02/2024,63898.7,63614.7,64182.7,63614.7,2500000,0.75,63901.0905
31/01/2024,63425.4,63614.7,64561.4,63330.7,4020000,0.15,63425.69605
30/01/2024,63330.7,63709.4,63709.4,63330.7,1790000,-0.15,63330.2619
29/01/2024,63425.4,63520,63709.4,63330.7,1730000,0,63425.4
26/01/2024,63425.4,63425.4,63898.7,63425.4,1680000,0.15,63425.69605
25/01/2024,63330.7,63804,63898.7,63330.7,2660000,-0.59,63333.51454
24/01/2024,63709.4,64182.7,64372,63614.7,2080000,-0.59,63709.8808
23/01/2024,64088,64656,64656,63993.4,2110000,-0.88,64087.0272
22/01/2024,64656,64372,65034.7,64372,1960000,0.44,64655.2368
19/01/2024,64372,63804,64940,63804,2620000,0.89,64371.8556
18/01/2024,63804,63709.4,64182.7,63709.4,1230000,0.45,63805.84
17/01/2024,63520,63898.7,64277.4,63425.4,1830000,-0.45,63516.882
16/01/2024,63804,63425.4,63804,63141.4,2070000,0.6,63805.9524
15/01/2024,63425.4,63614.7,63898.7,63425.4,2230000,-0.3,63423.8559
12/01/2024,63614.7,63993.4,64277.4,63425.4,3280000,-1.03,63615.34278
11/01/2024,64277.4,63898.7,64845.4,63898.7,2080000,0.59,64275.70233
10/01/2024,63898.7,64466.7,64466.7,63804,3010000,-0.88,63899.39304
09/01/2024,64466.7,64561.4,64845.4,64372,2460000,-0.15,64464.5579
08/01/2024,64561.4,65318.7,65413.3,64561.4,2400000,-0.87,64562.67509
05/01/2024,65129.3,65602.7,65602.7,64845.4,1480000,-0.29,65129.27577
04/01/2024,65318.7,65413.3,65792,65318.7,3400000,0,65318.7
03/01/2024,65318.7,64750.7,65318.7,64372,1890000,1.02,65315.4912
02/01/2024,64656,64561.4,64845.4,64277.4,2140000,1.04,64658.93136
29/12/2023,63993.4,65034.7,65034.7,63993.4,1950000,-1.31,63995.92526
28/12/2023,64845.4,63898.7,64845.4,63898.7,2410000,1.48,64844.40076
27/12/2023,63898.7,64372,64561.4,63898.7,1630000,0,63898.7
26/12/2023,63898.7,64180.6,64368.5,63898.7,1980000,0.15,63900.40705
25/12/2023,63804.7,63522.8,64556.5,63522.8,2670000,0.44,63802.30032
22/12/2023,63522.8,63710.8,63992.7,63428.9,2150000,-0.3,63519.6676
21/12/2023,63710.8,63804.7,64180.6,63710.8,2590000,-0.44,63711.13212
20/12/2023,63992.7,62959,64086.6,62959,2600000,1.64,63991.5276
19/12/2023,62959,63053,63334.9,62301.2,3060000,0,62959
18/12/2023,62959,63992.7,64086.6,62959,3510000,-1.62,62956.01826
15/12/2023,63992.7,64368.5,64462.5,63992.7,3740000,-0.44,63991.79176
14/12/2023,64274.6,64274.6,64744.4,64086.6,1460000,0.29,64272.45114
13/12/2023,64086.6,65402.2,65496.2,63992.7,4510000,-1.73,64086.09261
12/12/2023,65214.3,65778.1,65872,64838.4,2790000,-0.86,65212.40834
11/12/2023,65778.1,66247.9,66247.9,65684.1,4730000,1.45,65778.5568
08/12/2023,64838.4,64274.6,65120.3,63898.7,3730000,0.88,64840.21648
07/12/2023,64274.6,64650.4,64650.4,63428.9,3870000,-0.15,64271.94725
06/12/2023,64368.5,63992.7,64462.5,63992.7,1610000,0.59,64370.25693
05/12/2023,63992.7,64650.4,64838.4,63898.7,2300000,-1.02,63990.96592
04/12/2023,64650.4,64368.5,65308.2,64274.6,3010000,0.58,64647.39268
01/12/2023,64274.6,63898.7,64368.5,63616.8,1390000,1.48,64272.25652
30/11/2023,63334.9,64274.6,64556.5,63334.9,2580000,-1.46,63336.19084
29/11/2023,64274.6,64368.5,64650.4,64086.6,1260000,-0.15,64271.94725
28/11/2023,64368.5,63992.7,64368.5,63428.9,1780000,0.59,64370.25693
27/11/2023,63992.7,64180.6,64274.6,63804.7,1330000,-0.29,63994.47626
24/11/2023,64180.6,64462.5,64744.4,63522.8,3130000,-0.58,64182.0723
23/11/2023,64556.5,65590.1,65684.1,64556.5,1620000,-1.01,64555.63557
22/11/2023,65214.3,65308.2,65966,64838.4,1300000,-0.14,65216.76852
21/11/2023,65308.2,65214.3,65590.1,64744.4,2960000,0.29,65309.14887
20/11/2023,65120.3,65026.3,65684.1,64838.4,1770000,-1,65120.319
17/11/2023,65778.1,66717.8,66811.7,65026.3,2340000,-0.43,65775.942
16/11/2023,66060,66341.9,66999.7,65684.1,2340000,-0.57,66057.21537
15/11/2023,66435.9,65778.1,67469.5,65778.1,3950000,2.61,66434.22884
14/11/2023,64744.4,64838.4,65214.3,64086.6,3000000,0.29,64743.71385
13/11/2023,64556.5,65496.2,65778.1,64462.5,1730000,-1.29,64558.51162
10/11/2023,65402.2,66529.8,66529.8,65402.2,2830000,-1.56,65399.49996
09/11/2023,66435.9,67281.6,67751.4,66435.9,3420000,-0.98,66436.08272
08/11/2023,67093.6,66529.8,67187.6,65590.1,2340000,0.85,67095.3033
07/11/2023,66529.8,66247.9,66529.8,65590.1,1470000,-0.28,66530.99016
06/11/2023,66717.8,65966,67187.6,65872,1140000,1.43,66718.72683
03/11/2023,65778.1,66623.8,66623.8,65590.1,1690000,-1.27,65777.67774
02/11/2023,66623.8,66247.9,66623.8,65590.1,2390000,0.71,66623.59269
01/11/2023,66153.9,64838.4,66247.9,63804.7,2340000,3.53,66154.32411
31/10/2023,63898.7,63804.7,65308.2,63522.8,2180000,0.59,63897.58452
30/10/2023,63522.8,63804.7,63898.7,63053,1050000,-0.59,63521.69767
27/10/2023,63898.7,63240.9,63898.7,62583.1,1810000,1.49,63897.0891
26/10/2023,62959,64368.5,64462.5,61925.4,5200000,-2.9,62958.0864
25/10/2023,64838.4,66060,66529.8,64838.4,2420000,-1.85,64837.89
24/10/2023,66060,65966,66529.8,65872,1100000,0.14,66058.3524
23/10/2023,65966,67375.5,67657.4,65872,2730000,-2.9,65969.1574
20/10/2023,67939.4,66999.7,68127.3,65966,2370000,1.26,67938.97936
19/10/2023,67093.6,68973,68973,66623.8,3900000,-3.38,67095.72998
18/10/2023,69442.9,70288.6,70288.6,68033.3,2570000,-1.2,69445.1368
17/10/2023,70288.6,70758.4,71510.2,70288.6,1420000,-0.53,70289.87868
16/10/2023,70664.4,70570.5,71228.3,70194.6,1340000,-0.79,70665.59643
13/10/2023,71228.3,70852.4,71698.1,70476.5,1490000,0.4,71230.1856
12/10/2023,70946.4,70006.7,71322.2,70006.7,2530000,1.48,70947.40796
11/10/2023,69912.7,70100.6,70288.6,69536.8,1130000,0,69912.7
10/10/2023,69912.7,69818.7,70476.5,69536.8,1020000,0.95,69912.82155
09/10/2023,69254.9,69536.8,69630.8,69160.9,830900,-0.67,69257.64384
06/10/2023,69724.8,68315.2,69724.8,68221.3,1230000,2.06,69722.49312
05/10/2023,68315.2,69630.8,69912.7,68315.2,2570000,-2.28,68318.69044
04/10/2023,69912.7,69160.9,70100.6,68973,1080000,0.54,69912.29872
03/10/2023,69536.8,70100.6,70570.5,69442.9,1990000,-2.12,69534.24564
02/10/2023,71040.3,69724.8,71040.3,69724.8,1160000,1.89,71042.59872
29/09/2023,69724.8,70476.5,71792.1,69724.8,1400000,-0.8,69726.2912
28/09/2023,70288.6,71510.2,71792.1,70288.6,1890000,-2.35,70288.47
27/09/2023,71980,71698.1,71980,70288.6,2270000,0.66,71982.16732
26/09/2023,71510.2,72919.7,73295.6,71416.2,2530000,-1.93,71512.34979
25/09/2023,72919.7,72543.8,73765.4,72074,2760000,0.13,72920.37341
22/09/2023,72825.7,72449.8,73577.5,71228.3,4240000,-0.64,72826.50816
21/09/2023,73295.6,73389.5,73577.5,72637.8,2540000,-0.38,73297.9055
20/09/2023,73577.5,73671.4,74047.3,73295.6,1840000,-0.76,73577.82612
19/09/2023,74141.3,73765.4,74141.3,72731.8,2570000,0,74141.3
18/09/2023,74141.3,74329.2,74987,73953.3,1320000,-0.75,74144.81175
15/09/2023,74705.1,74611.1,76302.6,74235.3,5610000,0.13,74708.09443
14/09/2023,74611.1,73765.4,75174.9,73671.4,2480000,0.38,74611.65096
13/09/2023,74329.2,74799.1,75456.8,73953.3,2510000,-1.49,74332.49368
12/09/2023,75456.8,74235.3,75832.7,73577.5,2670000,1.01,75459.62151
11/09/2023,74705.1,75174.9,76208.6,72919.7,4230000,-0.62,74708.81562
08/09/2023,75174.9,74423.2,75268.9,74329.2,2770000,0.63,75175.74213
07/09/2023,74705.1,75081,75174.9,73859.4,3530000,-0.62,74708.81562
06/09/2023,75174.9,75268.9,75268.9,74705.1,2280000,-0.12,75178.57732
05/09/2023,75268.9,73765.4,75644.8,73389.5,6840000,2.96,75271.58496
31/08/2023,73107.6,72825.7,74141.3,72449.8,3840000,0,73107.6
30/08/2023,73107.6,72355.9,73765.4,71886,2660000,0.52,73110.00536
29/08/2023,72731.8,72825.7,72919.7,71604.1,4200000,-0.64,72733.10976
28/08/2023,73201.6,70476.5,73389.5,70476.5,5470000,4.01,73204.83825
25/08/2023,70382.5,70758.4,70758.4,69818.7,2750000,0.27,70384.12542
24/08/2023,70194.6,69067,70382.5,68597.1,4420000,1.63,70192.7921
23/08/2023,69067,68033.3,69160.9,67281.6,3070000,1.1,69066.6672
22/08/2023,68315.2,68785.1,68785.1,66811.7,3080000,-0.27,68318.24136
21/08/2023,68503.2,68315.2,69348.9,68315.2,3060000,-0.55,68500.1655
18/08/2023,68879,69067,70288.6,67751.4,7110000,-0.41,68877.34031
17/08/2023,69160.9,68691.1,70006.7,68503.2,4580000,0.68,69158.19948
16/08/2023,68691.1,68409.2,69067,68127.3,2080000,0.41,68689.67772
15/08/2023,68409.2,68503.2,68973,68315.2,2220000,-0.82,68407.4214
14/08/2023,68973,68973,69067,68127.3,3070000,-0.14,68970.3062
11/08/2023,69067,68691.1,69067,68033.3,2180000,0.55,69068.90105
10/08/2023,68691.1,68691.1,69536.8,68503.2,2730000,0,68691.1
09/08/2023,68691.1,70006.7,70006.7,68409.2,3710000,-1.88,68690.57404
08/08/2023,70006.7,70194.6,70382.5,69442.9,3430000,-0.53,70009.47275
07/08/2023,70382.5,68503.2,70382.5,67939.4,4320000,2.6,70380.6246
04/08/2023,68597.1,68127.3,68597.1,67657.4,3170000,0.55,68596.51715
03/08/2023,68221.3,69630.8,69630.8,68221.3,2920000,-1.43,68218.22703
02/08/2023,69207.9,69117,69571.7,68480.4,2680000,0.13,69206.8521
01/08/2023,69117,70935.8,70935.8,69117,5730000,-2.56,69119.84352
31/07/2023,70935.8,70299.2,71299.6,70208.3,3360000,0.78,70939.24356
28/07/2023,70390.2,68935.1,70663,68753.2,5470000,2.25,70393.09225
27/07/2023,68844.1,68207.5,68935.1,68025.6,4180000,0.93,68841.82975
26/07/2023,68207.5,67661.9,68389.4,67570.9,3190000,0.67,68206.74376
25/07/2023,67752.8,66934.3,67934.7,66479.6,4250000,1.22,67750.89846
24/07/2023,66934.3,66843.4,67298.1,66661.5,2540000,0.14,66936.98076
21/07/2023,66843.4,66024.9,66843.4,65933.9,3340000,1.24,66843.60876
20/07/2023,66024.9,66024.9,66206.8,65752.1,2600000,0,66024.9
19/07/2023,66024.9,65933.9,66388.7,65843,2950000,0.28,66027.3604
18/07/2023,65843,65933.9,66024.9,65661.1,2930000,0.14,65844.15294
17/07/2023,65752.1,66388.7,66934.3,65661.1,3920000,-1.36,65754.9036
14/07/2023,66661.5,66570.5,66752.4,65570.2,5210000,0.27,66659.09492
13/07/2023,66479.6,66752.4,67116.2,66297.7,3780000,-0.54,66482.44564
12/07/2023,66843.4,66297.7,66843.4,66024.9,4200000,0.96,66842.38528
11/07/2023,66206.8,65570.2,66752.4,65206.4,5700000,0.97,66206.23094
10/07/2023,65570.2,64933.6,66115.8,64751.7,6170000,1.69,65568.59341
07/07/2023,64478.9,64297,64751.7,64024.1,5780000,0.57,64480.55607
06/07/2023,64115.1,63569.4,64297,63478.5,7630000,1,64113.285
05/07/2023,63478.5,64387.9,64387.9,63296.6,6660000,-1.13,63480.4722
04/07/2023,64206,64115.1,64751.7,63751.3,4780000,-0.14,64206.9842
03/07/2023,64297,64660.7,64933.6,63933.2,3190000,-0.42,64298.60684
30/06/2023,64569.8,65388.3,65479.2,64387.9,3650000,-1.25,64570.94625
